society,price,sector,pricePerSqft,propertyType,area,superbuilt,carpet,builtup,bedRooms,bathRooms,address,floorNum,facing,agePossesion,balcony,pooja room,servant room,study room,others,store room,furnishType,luxuryScore,areaToBedRatio
  m3m golfestate,6.45,sector 65,21651.56,flat,2979.0,2979.0,1936.3500000000001,2383.2000000000003,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",7.0,north-east,relatively new property,,0,1,0,0,0,2,221,993.0
  brisk lumbi terrace homes,2.4,sector 109,8462.62,flat,2836.0,2836.0,1985.1999999999998,2410.6,4.0,4.0,"Brisk Lumbini Terrace Homes Sector 109, Gurgaon",10.0,south,relatively new property,,0,1,0,0,0,1,221,709.0
  tata primanti,5.5,sector 72,18932.87,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,4.0,"Tata Primanti Sector 72, Gurgaon",16.0,north-east,relatively new property,,0,1,0,0,1,1,116,726.25
"  ansals florence villa, sushant lok phase 3, gurgaon",8.15,sector 57,,house,,,,,4.0,6.0,"  ansals florence villa, sushant lok phase 3, gurgaon",2.0,north-west,moderatly old property,3,1,1,0,0,1,1,116,
  tulip violet,2.33,sector 69,14765.53,flat,1578.0,1578.0,1025.7,1262.4,3.0,3.0,"Tulip Violet Sector 69, Gurgaon",11.0,east,relatively new property,,0,0,0,0,0,0,94,526.0
"  dlf phase 1, gurgaon",13.65,sector 26,,house,,,,,6.0,8.0,"  dlf phase 1, gurgaon",4.0,north-west,relatively new property,3,1,1,1,0,1,1,199,
"  sector 9, gurgaon",2.5,sector 9,,house,,,,,3.0,3.0,"  sector 9, gurgaon",3.0,south-east,relatively new property,3+,0,0,0,0,1,2,183,
"  sushant lok 3 extension, gurgaon",8.24,sector 57,,house,,,,,4.0,7.0,"  sushant lok 3 extension, gurgaon",3.0,north-east,relatively new property,3,1,1,0,0,1,2,73,
"  luxury villa, sector 30, gurgaon",5.6,sector 30,9572.65,house,5850.0,7312.5,4680.0,5850.0,3.0,3.0,"  luxury villa, sector 30, gurgaon",1.0,north,relatively new property,1,0,0,0,0,0,0,79,1950.0
  unitech the world spa west,6.75,sector 30,24047.03,flat,2807.0,2807.0,1824.55,2245.6,3.0,3.0,"Unitech The World Spa West Sector 30, Gurgaon",10.0,east,old property,,0,1,0,0,0,1,61,935.6666666666666
  emaar digihomes,3.3,sector 62,21879.52,flat,1508.26,1508.26,904.956,1131.195,2.0,2.0,"Emaar Digihomes Sector 62, Gurgaon",8.0,east,relatively new property,,0,0,0,0,0,1,87,754.13
  sobha city,4.8,sector 108,20486.56,flat,2343.0,2343.0,1522.95,1874.4,3.0,5.0,"Sobha City Sector 108, Gurgaon",5.0,north-west,relatively new property,,0,1,0,0,0,1,206,781.0
  m3m heights,3.9,sector 65,19500.0,flat,2000.0,2000.0,1300.0,1600.0,3.0,4.0,"M3M Heights Sector 65, Gurgaon",15.0,west,relatively new property,,0,1,0,0,0,1,87,666.6666666666666
"  international city by sobha phase 1, sector 109, gurgaon",14.5,sector 109,,house,,,,,7.0,6.0,"  international city by sobha phase 1, sector 109, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,2,198,
"  sector 7, gurgaon",3.5,sector 7,,house,,,,,4.0,4.0,"  sector 7, gurgaon",1.0,east,relatively new property,3+,0,0,1,0,0,2,83,
"  south city 1, gurgaon",10.75,sector 41,,house,,,,,7.0,9.0,"  south city 1, gurgaon",3.0,north-east,relatively new property,3,1,1,1,0,1,1,199,
  orchid petals,3.05,sector 49,16897.51,flat,1805.0,1805.0,1173.25,1444.0,3.0,3.0,"Orchid Petals Sector 49, Gurgaon",2.0,north-east,old property,,0,0,0,1,0,1,165,601.6666666666666
  emaar mgf emerald floors premier,3.4,sector 65,,flat,,,,,4.0,4.0,"Emaar MGF Emerald Floors Premier Sector 65, Gurgaon",3.0,west,relatively new property,,0,1,1,0,0,0,212,
"  vishnu garden, gurgaon",0.65,sector 105,14444.44,house,450.0,540.0,337.5,450.0,2.0,2.0,"  vishnu garden, gurgaon",2.0,north,relatively new property,2,0,0,0,0,0,2,22,225.0
  puri diplomatic greens,4.72,sector 111,16000.0,flat,2950.0,2950.0,2065.0,2507.5,4.0,5.0,"Puri Diplomatic Greens Sector 111, Gurgaon",9.0,east,moderatly old property,,0,1,0,0,0,2,132,737.5
"  sector 52, sector 52, gurgaon",4.25,sector 52,,house,,,,,7.0,7.0,"  sector 52, sector 52, gurgaon",4.0,north-east,relatively new property,3+,0,0,1,0,1,1,111,
  m3m woodshire,1.35,sector 107,9882.87,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",8.0,north-east,relatively new property,,0,0,0,0,0,2,145,683.0
"  block c, sushant lok phase 1, gurgaon",3.55,sector 43,,house,,,,,10.0,10.0,"  block c, sushant lok phase 1, gurgaon",4.0,north,new property,3+,1,1,1,1,0,1,29,
  ramprastha the edge towers,1.05,sector 37,7446.81,flat,1410.0,1410.0,846.0,1057.5,2.0,2.0,"Ramprastha The Edge Towers Sector 37D, Gurgaon",15.0,north-east,new property,,0,0,0,0,0,2,129,705.0
"  part 3 sector 5, gurgaon",3.6,part 3 sector 5,,house,,,,,2.0,2.0,"  part 3 sector 5, gurgaon",,south-west,old property,2,0,0,0,0,0,2,66,
  ss the leaf,2.72,sector 85,11295.68,flat,2408.0,2408.0,1565.2,1926.4,3.0,4.0,"SS The Leaf Sector 85, Gurgaon",2.0,east,relatively new property,,0,1,0,0,0,2,221,802.6666666666666
"  sector 40, sector 40, gurgaon",3.5,sector 40,,house,,,,,3.0,3.0,"  sector 40, sector 40, gurgaon",3.0,north-east,relatively new property,2,0,0,0,0,0,2,105,
  ats triumph,2.71,sector 104,11834.06,flat,2290.0,2290.0,1488.5,1832.0,3.0,3.0,"ATS Triumph Sector 104, Gurgaon",6.0,east,new property,,0,1,0,0,0,2,103,763.3333333333334
  m3m golfestate,9.0,sector 65,22443.89,flat,4010.0,4010.0,2606.5,3208.0,3.0,3.0,"M3M Golfestate Sector 65, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,2,221,1336.6666666666667
"  sector 42, gurgaon",10.95,sector 42,,house,,,,,12.0,11.0,"  sector 42, gurgaon",4.0,south,relatively new property,3+,0,1,0,0,0,0,99,
"  sector 45, gurgaon",3.25,sector 45,,house,,,,,10.0,10.0,"  sector 45, gurgaon",5.0,south-east,new property,3+,1,1,1,1,0,1,63,
  pareena coban residences,1.6,sector 99,10322.58,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Pareena Coban Residences Sector 99A, Gurgaon",9.0,east,relatively new property,,0,0,1,0,0,2,189,775.0
  adani m2k oyster grande,2.22,sector 102,13143.87,flat,1689.0,1689.0,1097.8500000000001,1351.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",14.0,north-east,relatively new property,,0,0,0,0,0,2,163,563.0
  paras dews,1.76,sector 106,9263.16,flat,1900.0,1900.0,1235.0,1520.0,3.0,4.0,"Paras Dews Sector 106, Gurgaon",19.0,north-west,relatively new property,,0,1,1,0,0,2,221,633.3333333333334
  pareena coban residences,2.45,sector 99,10416.67,flat,2352.0,2352.0,1646.3999999999999,1999.2,4.0,5.0,"Pareena Coban Residences Sector 99A, Gurgaon",3.0,east,relatively new property,,0,1,0,0,0,2,100,588.0
  emaar mgf the palm drive,8.5,sector 66,22904.88,flat,3711.0,3711.0,2597.7,3154.35,4.0,5.0,"Emaar MGF The Palm Drive Sector 66, Gurgaon",16.0,na,moderatly old property,,0,1,0,0,0,1,84,927.75
"  dlf phase 4, gurgaon",13.0,sector 28,,house,,,,,3.0,3.0,"  dlf phase 4, gurgaon",4.0,north,relatively new property,2,0,1,0,0,0,1,59,
"  a block sushant lok phase 1, gurgaon",25.0,sector 43,34167.01,house,7317.0,9512.1,6219.45,7317.0,11.0,11.0,"  a block sushant lok phase 1, gurgaon",3.0,north-east,old property,3+,0,1,0,0,0,1,73,665.1818181818181
"  b1 block sector 57, gurgaon",4.9,b1 block sector 57,11021.14,house,4446.0,5779.8,3779.1,4446.0,4.0,4.0,"  b1 block sector 57, gurgaon",4.0,north-west,new property,2,0,1,0,0,0,1,28,1111.5
  ss lden floors,2.85,sector 84,,flat,,,,,4.0,4.0,"SS Linden Floors Sector 84, Gurgaon",3.0,north-east,new property,,0,0,1,0,0,1,203,
  paras dews,1.4,sector 106,10108.3,flat,1385.0,1385.0,831.0,1038.75,2.0,2.0,"Paras Dews Sector 106, Gurgaon",7.0,north-east,relatively new property,,0,0,0,0,0,1,203,692.5
"  sector 27, gurgaon",9.5,sector 27,,house,,,,,9.0,9.0,"  sector 27, gurgaon",3.0,east,moderatly old property,3,0,1,0,0,1,1,97,
"  sector 52, sector 52, gurgaon",6.35,sector 52,,house,,,,,3.0,3.0,"  sector 52, sector 52, gurgaon",1.0,north-east,relatively new property,1,0,0,0,0,0,2,111,
  indiabulls centrum park,1.8,sector 103,9473.68,flat,1900.0,1900.0,1235.0,1520.0,3.0,3.0,"Indiabulls Centrum Park Sector 103, Gurgaon",3.0,south,relatively new property,,0,0,0,0,0,2,101,633.3333333333334
"  ashoka crescent, dlf phase 1, gurgaon",11.85,sector 26,,house,,,,,5.0,6.0,"  ashoka crescent, dlf phase 1, gurgaon",3.0,north-east,relatively new property,3+,1,1,1,0,1,1,207,
  signature global park,1.05,sector 36 soh,,flat,,,,,2.0,2.0,"Signature Global park Sector 36 Sohna, Gurgaon",2.0,east,new property,,0,0,0,0,0,2,57,
"  ansal sushant lok plots, sushant lok phase 1, gurgaon",3.3,sector 43,,house,,,,,10.0,10.0,"  ansal sushant lok plots, sushant lok phase 1, gurgaon",5.0,north-west,relatively new property,3+,0,0,1,0,0,0,147,
  pareena express heights,2.15,sector 99,10000.0,flat,2150.0,2150.0,1397.5,1720.0,3.0,3.0,"Pareena Express Heights Sector 99, Gurgaon",8.0,west,new property,,0,1,0,0,0,2,82,716.6666666666666
  godrej meridien,4.09,sector 106,15036.76,flat,2720.0,2720.0,1903.9999999999998,2312.0,4.0,5.0,"Godrej Meridien Sector 106, Gurgaon",31.0,north,new property,,0,1,0,0,1,2,92,680.0
  umang wter hills,1.27,sector 77,9463.49,flat,1342.0,1342.0,805.1999999999999,1006.5,2.0,2.0,"Umang Winter Hills Sector 77, Gurgaon",5.0,north-east,relatively new property,,0,0,0,0,0,1,94,671.0
  experion wdchants,7.2,sector 112,14851.49,flat,4848.0,4848.0,3393.6,4120.8,4.0,4.0,"Experion Windchants Sector 112, Gurgaon",12.0,north,new property,,0,1,0,0,0,1,163,1212.0
  ireo the corridors,2.6,sector 67,13333.33,flat,1950.0,1950.0,1267.5,1560.0,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,east,relatively new property,,0,1,0,0,0,1,171,650.0
  dlf the skycourt,2.39,sector 86,12389.84,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",15.0,east,relatively new property,,0,0,0,0,0,2,121,643.0
  paras dews,1.8,sector 106,7643.31,flat,2355.0,2355.0,1648.5,2001.75,4.0,6.0,"Paras Dews Sector 106, Gurgaon",6.0,east,moderatly old property,,0,1,0,0,0,2,166,588.75
"  block s uppals southend, gurgaon",1.6,sector 49,,house,,,,,3.0,3.0,"  block s uppals southend, gurgaon",2.0,east,relatively new property,2,0,0,1,0,0,2,63,
"  huda sector-46, sector 46, gurgaon",3.65,sector 46,,house,,,,,6.0,6.0,"  huda sector-46, sector 46, gurgaon",3.0,north-east,moderatly old property,3+,0,1,0,0,1,2,66,
  sare homes,1.7,sector 92,,flat,,,,,4.0,4.0,"Sare Homes Sector 92, Gurgaon",14.0,north-east,new property,,1,1,0,0,0,2,89,
"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",2.0,north,new property,2,1,0,0,0,1,2,67,
"  laxman vihar phase 2, gurgaon",1.0,sector 46,,house,,,,,4.0,2.0,"  laxman vihar phase 2, gurgaon",2.0,west,moderatly old property,1,0,0,0,0,0,2,44,
  puri emerald bay,1.95,sector 104,12580.65,flat,1550.0,1550.0,930.0,1162.5,2.0,2.0,"Puri Emerald Bay Sector 104, Gurgaon",10.0,north,relatively new property,,0,0,0,0,0,2,133,775.0
  vatika sovereign park,3.9,sector 99,11607.14,flat,3360.0,3360.0,2352.0,2856.0,4.0,4.0,"Vatika Sovereign Park Sector 99, Gurgaon",3.0,east,new property,,1,1,1,0,1,1,221,840.0
"  vipul tatvam villa, sector 48, gurgaon",11.0,sector 48,,house,,,,,4.0,4.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north,moderatly old property,3+,0,1,0,1,0,1,126,
  chtels serenity,4.53,sector 109,15487.18,flat,2925.0,2925.0,2047.4999999999998,2486.25,4.0,5.0,"Chintels Serenity Sector 109, Gurgaon",4.0,north-east,relatively new property,,1,1,0,0,0,2,103,731.25
"  rathore villa, pataudi, gurgaon",0.55,sector 1,4074.07,house,1350.0,1620.0,1012.5,1350.0,2.0,2.0,"  rathore villa, pataudi, gurgaon",1.0,west,relatively new property,1,1,0,0,1,0,2,26,675.0
  m3m golfestate,7.0,sector 65,24561.4,flat,2850.0,2850.0,1852.5,2280.0,3.0,4.0,"M3M Golfestate Sector 65, Gurgaon",20.0,east,relatively new property,,1,1,1,0,1,0,146,950.0
"  sushant lok phase 1, gurgaon",14.0,sector 43,,house,,,,,6.0,5.0,"  sushant lok phase 1, gurgaon",3.0,na,moderatly old property,3+,0,0,0,0,0,0,26,
  bestech park view grand spa,4.5,sector 81,,flat,,,,,4.0,4.0,"Bestech Park View Grand Spa Sector 81, Gurgaon",10.0,north,relatively new property,,0,1,0,0,0,1,221,
"  vipul tatvam villa, sector 48, gurgaon",8.0,sector 48,,house,,,,,3.0,3.0,"  vipul tatvam villa, sector 48, gurgaon",3.0,north-east,new property,3+,0,1,1,0,0,1,189,
  umang wter hills,1.96,sector 77,9436.69,flat,2077.0,2077.0,1350.05,1661.6000000000001,3.0,4.0,"Umang Winter Hills Sector 77, Gurgaon",13.0,south-east,relatively new property,,0,1,0,1,0,1,94,692.3333333333334
"  ansals palam vihar, palam vihar, gurgaon",11.0,sector 1,23504.27,house,4680.0,6084.0,3978.0,4680.0,5.0,6.0,"  ansals palam vihar, palam vihar, gurgaon",2.0,east,moderatly old property,3,0,1,1,1,0,0,63,936.0
"  sector 31, gurgaon",10.0,sector 31,,house,,,,,8.0,8.0,"  sector 31, gurgaon",3.0,north-east,moderatly old property,3+,1,1,1,0,1,1,77,
"  mapsko casa bella, sector 82, gurgaon",5.55,sector 82,,house,,,,,5.0,6.0,"  mapsko casa bella, sector 82, gurgaon",3.0,north-east,old property,3,0,1,0,0,0,2,113,
"  ansal plaza, sector 23, gurgaon",4.0,sector 23,,house,,,,,4.0,4.0,"  ansal plaza, sector 23, gurgaon",3.0,east,moderatly old property,2,0,0,0,0,1,1,78,
"  block c palam vihar, gurgaon",4.25,sector 1,,house,,,,,4.0,4.0,"  block c palam vihar, gurgaon",3.0,north,relatively new property,3,0,0,0,0,0,2,67,
"  sector 5, gurgaon",5.25,sector 5,,house,,,,,6.0,5.0,"  sector 5, gurgaon",2.0,north-east,relatively new property,2,0,0,0,0,0,2,72,
  krisumi waterfall residences,4.85,sector 36,19109.54,flat,2538.0,2538.0,1649.7,2030.4,3.0,3.0,"Krisumi Waterfall Residences Sector 36A, Gurgaon",20.0,west,relatively new property,,0,1,1,0,0,2,221,846.0
  m3m woodshire,1.3,sector 107,9516.84,flat,1366.0,1366.0,819.6,1024.5,2.0,2.0,"M3M Woodshire Sector 107, Gurgaon",4.0,north,relatively new property,,0,0,0,0,0,2,221,683.0
  orchid petals,4.7,sector 49,,flat,,,,,4.0,4.0,"Orchid Petals Sector 49, Gurgaon",14.0,north-east,moderatly old property,,0,1,1,0,0,2,124,
  signature the roselia,0.66,sector 95,,flat,,,,,2.0,2.0,"Signature The Roselia Sector 95A, Gurgaon",4.0,north-east,relatively new property,,0,0,0,0,0,2,64,
"  ardee city, sector 52, gurgaon",7.35,sector 52,27222.22,house,2700.0,3510.0,2295.0,2700.0,9.0,9.0,"  ardee city, sector 52, gurgaon",3.0,east,old property,3+,0,1,0,0,0,1,84,300.0
"  ansals florence villa, sushant lok phase 3, gurgaon",6.25,sector 57,19531.25,house,3200.0,4160.0,2720.0,3200.0,6.0,5.0,"  ansals florence villa, sushant lok phase 3, gurgaon",3.0,north-west,moderatly old property,3+,1,1,1,1,0,0,63,533.3333333333334
  ats triumph,3.6,sector 104,11428.57,flat,3150.0,3150.0,2205.0,2677.5,4.0,4.0,"ATS Triumph Sector 104, Gurgaon",12.0,north-east,relatively new property,,0,1,0,0,0,2,163,787.5
  vatika sovereign park,3.5,sector 99,12589.93,flat,2780.0,2780.0,1807.0,2224.0,3.0,3.0,"Vatika Sovereign Park Sector 99, Gurgaon",1.0,north-east,new property,,0,1,0,0,0,2,127,926.6666666666666
  godrej meridien,2.05,sector 106,14335.66,flat,1430.0,1430.0,858.0,1072.5,2.0,2.0,"Godrej Meridien Sector 106, Gurgaon",10.0,na,relatively new property,,0,0,0,0,0,2,63,715.0
  ireo the corridors,2.5,sector 67,13319.13,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,3.0,"Ireo The Corridors Sector 67A, Gurgaon",9.0,south,relatively new property,,0,1,0,0,1,2,46,625.6666666666666
"  block c, sushant lok phase 1, gurgaon",7.3,sector 43,,house,,,,,4.0,5.0,"  block c, sushant lok phase 1, gurgaon",3.0,south-west,relatively new property,3+,1,1,0,0,1,1,84,
  ss the leaf,2.75,sector 85,11420.27,flat,2408.0,2408.0,1565.2,1926.4,3.0,4.0,"SS The Leaf Sector 85, Gurgaon",8.0,west,relatively new property,,1,0,1,0,1,1,105,802.6666666666666
  conscient elevate,8.5,sector 59,25036.82,flat,3395.0,3395.0,2376.5,2885.75,4.0,4.0,"Conscient Elevate Sector 59, Gurgaon",15.0,east,new property,,0,1,0,0,0,2,137,848.75
  vatika the seven lamps,1.42,sector 82,10939.49,flat,1298.05,1298.05,778.8299999999999,973.5374999999999,2.0,2.0,"Vatika The Seven Lamps Sector 82, Gurgaon",2.0,south-east,relatively new property,,0,0,0,0,0,1,140,649.025
  vatika gurgaon 21,1.9,sector 83,,flat,,,,,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",0.0,north,moderatly old property,,0,0,0,0,0,1,110,
"  sector 7, gurgaon",4.25,sector 7,,house,,,,,4.0,4.0,"  sector 7, gurgaon",2.0,south-west,old property,2,0,0,1,0,0,1,17,
  vatika gurgaon 21,1.9,sector 83,10951.01,flat,1735.0,1735.0,1127.75,1388.0,3.0,3.0,"Vatika Gurgaon 21 Sector 83, Gurgaon",11.0,south,moderatly old property,,0,0,0,0,0,2,80,578.3333333333334
"  sector 43, gurgaon",4.85,sector 43,,house,,,,,6.0,6.0,"  sector 43, gurgaon",4.0,east,moderatly old property,3+,1,1,1,0,1,0,117,
  vatika the seven lamps,2.25,sector 82,11987.21,flat,1877.0,1877.0,1220.05,1501.6000000000001,3.0,3.0,"Vatika The Seven Lamps Sector 82, Gurgaon",12.0,north,relatively new property,,1,0,1,0,0,2,110,625.6666666666666
"  sector 57, gurgaon",3.0,sector 57,10000.0,house,3000.0,3750.0,2400.0,3000.0,3.0,3.0,"  sector 57, gurgaon",4.0,east,new property,3+,1,1,1,1,0,1,63,1000.0
  ireo the corridors,2.04,sector 67,13746.63,flat,1484.0,1484.0,890.4,1113.0,2.0,2.0,"Ireo The Corridors Sector 67A, Gurgaon",6.0,south-west,relatively new property,,0,0,1,0,0,1,94,742.0
  mapsko mount ville,2.5,sector 79,13774.1,flat,1815.0,1815.0,1179.75,1452.0,3.0,4.0,"Mapsko Mount Ville Sector 79, Gurgaon",5.0,north,relatively new property,,0,1,0,0,0,1,63,605.0
  tata gurgaon gateway,2.45,sector 113,15506.33,flat,1580.0,1580.0,948.0,1185.0,2.0,2.0,"Tata Gurgaon Gateway Sector 113, Gurgaon",7.0,north-east,relatively new property,,0,0,1,0,0,1,110,790.0
"  birla navya, sector 63a, gurgaon",5.25,sector 63,25460.72,house,2062.0,2680.6,1752.7,2062.0,4.0,4.0,"  birla navya, sector 63a, gurgaon",4.0,east,under construction,3+,1,1,1,0,1,1,207,515.5
"  dlf city plots phase 4, dlf phase 4, gurgaon",13.0,sector 28,,house,,,,,5.0,7.0,"  dlf city plots phase 4, dlf phase 4, gurgaon",2.0,west,old property,3+,1,1,1,1,0,1,63,
  emaar digihomes,6.1,sector 62,,flat,,,,,3.0,3.0,"Emaar Digihomes Sector 62, Gurgaon",30.0,east,new property,,1,1,0,0,0,0,221,
  bptp park prime,2.9,sector 66,14064.02,flat,2062.0,2062.0,1443.3999999999999,1752.7,4.0,4.0,"BPTP Park Prime Sector 66, Gurgaon",10.0,north,moderatly old property,,1,0,1,1,0,1,221,515.5
"  dlf exclusive floors, dlf phase 5, gurgaon",5.5,sector 54,,house,,,,,4.0,4.0,"  dlf exclusive floors, dlf phase 5, gurgaon",4.0,na,new property,2,1,1,0,0,1,1,39,
  adani m2k oyster grande,2.6,sector 102,13763.9,flat,1889.0,1889.0,1227.8500000000001,1511.2,3.0,3.0,"Adani M2K Oyster Grande Sector 102, Gurgaon",9.0,north,relatively new property,,0,1,0,0,0,2,157,629.6666666666666
  orchid petals,3.1,sector 49,17174.52,flat,1805.0,1805.0,1173.25,1444.0,3.0,3.0,"Orchid Petals Sector 49, Gurgaon",7.0,south,moderatly old property,,0,0,0,0,0,2,148,601.6666666666666
"  palam vihar, gurgaon",8.25,sector 1,,house,,,,,4.0,4.0,"  palam vihar, gurgaon",3.0,north-west,moderatly old property,3,1,1,0,0,1,2,121,
"  garden estate, dlf city, gurgaon",12.0,sector 24,,house,,,,,4.0,4.0,"  garden estate, dlf city, gurgaon",3.0,east,relatively new property,3+,1,1,1,0,0,1,207,
  spaze privy,2.65,sector 72,,flat,,,,,3.0,3.0,"Spaze Privy Sector 72, Gurgaon",1.0,north,moderatly old property,,0,0,1,0,0,2,77,
  bestech park view ananda,1.85,sector 81,11144.58,flat,1660.0,1660.0,1079.0,1328.0,3.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",7.0,north,moderatly old property,,0,0,0,0,0,2,110,553.3333333333334
  indiabulls centrum park,1.5,sector 103,10128.29,flat,1481.0,1481.0,888.6,1110.75,2.0,2.0,"Indiabulls Centrum Park Sector 103, Gurgaon",5.0,east,relatively new property,,0,0,1,0,0,1,221,740.5
  dlf new town heights 1,2.49,sector 90,10532.99,flat,2364.0,2364.0,1654.8,2009.3999999999999,4.0,4.0,"DLF New Town Heights 1 Sector 90, Gurgaon",12.0,north,relatively new property,,0,1,0,0,0,2,94,591.0
  bestech park view ananda,1.5,sector 81,11029.41,flat,1360.0,1360.0,816.0,1020.0,2.0,2.0,"Bestech Park View Ananda Sector 81, Gurgaon",10.0,south,relatively new property,,0,0,0,0,0,2,196,680.0
"  sector 56, gurgaon",5.45,sector 56,,house,,,,,7.0,7.0,"  sector 56, gurgaon",3.0,south,relatively new property,3+,0,0,0,1,0,1,63,
  la lagune,8.2,sector 54,25949.37,flat,3160.0,3160.0,2212.0,2686.0,4.0,6.0,"La Lagune Sector 54, Gurgaon",15.0,north,relatively new property,,1,1,1,0,1,0,221,790.0
"  eros rosewood city, rosewood city, gurgaon",5.0,sector 49,32299.74,house,1548.0,2012.4,1315.8,1548.0,4.0,4.0,"  eros rosewood city, rosewood city, gurgaon",3.0,north,moderatly old property,2,0,1,0,0,0,1,104,387.0
  experion wdchants,9.65,sector 112,14912.69,flat,6471.0,6471.0,4529.7,5500.349999999999,4.0,5.0,"Experion Windchants Sector 112, Gurgaon",25.0,east,relatively new property,,0,1,0,0,0,2,108,1617.75
  pareena express heights,2.37,sector 99,10021.14,flat,2365.0,2365.0,1655.5,2010.25,4.0,4.0,"Pareena Express Heights Sector 99, Gurgaon",3.0,north-east,new property,,0,1,0,0,0,2,94,591.25
  dlf the skycourt,2.3,sector 86,11923.28,flat,1929.0,1929.0,1253.8500000000001,1543.2,3.0,3.0,"DLF The Skycourt Sector 86, Gurgaon",8.0,east,relatively new property,,0,0,0,0,0,1,168,643.0
  tata primanti,5.4,sector 72,18588.64,flat,2905.0,2905.0,2033.4999999999998,2469.25,4.0,5.0,"Tata Primanti Sector 72, Gurgaon",14.0,north-east,new property,,0,1,0,0,0,1,221,726.25
"  sector 49, gurgaon",5.0,sector 49,,house,,,,,4.0,4.0,"  sector 49, gurgaon",2.0,north,old property,2,0,1,0,0,0,2,39,
  m3m woodshire,2.0,sector 107,8470.99,flat,2361.0,2361.0,1534.65,1888.8000000000002,3.0,4.0,"M3M Woodshire Sector 107, Gurgaon",0.0,north-east,moderatly old property,,0,1,0,0,0,1,212,787.0
  mapsko mount ville,2.4,sector 79,13223.14,flat,1815.0,1815.0,1179.75,1452.0,3.0,3.0,"Mapsko Mount Ville Sector 79, Gurgaon",3.0,north-east,relatively new property,,0,1,0,0,0,1,221,605.0
